Itemset,Size,Support_Count,Support_Percentage,Support_Decimal
"('TOY TIDY PINK RETROSPOT',)",1,405,2.878464818763326,0.028784648187633263
"('LUNCH BAG PINK RETROSPOT', 'TOY TIDY PINK RETROSPOT')",2,111,0.7889125799573561,0.00788912579957356
"('JUMBO BAG PINK WITH WHITE SPOTS', 'TOY TIDY PINK RETROSPOT')",2,139,0.9879175550817342,0.009879175550817342
"('RECYCLING BAG RETROSPOT', 'TOY TIDY PINK RETROSPOT')",2,221,1.570717839374556,0.01570717839374556
"('FELTCRAFT CUSHION BUTTERFLY',)",1,406,2.8855721393034823,0.028855721393034824
"('FELTCRAFT CUSHION BUTTERFLY', 'PINK CREAM FELT CRAFT TRINKET BOX')",2,103,0.7320540156361052,0.007320540156361052
"('FELTCRAFT BUTTERFLY HEARTS', 'FELTCRAFT CUSHION BUTTERFLY')",2,109,0.7746979388770434,0.007746979388770434
"('DOOR MAT NEW ENGLAND',)",1,407,2.892679459843639,0.02892679459843639
"('DOOR MAT NEW ENGLAND', 'DOOR MAT UNION FLAG')",2,123,0.8742004264392323,0.008742004264392323
"('DOOR MAT NEW ENGLAND', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,139,0.9879175550817342,0.009879175550817342
"('3 HEARTS HANGING DECORATION RUSTIC',)",1,408,2.8997867803837956,0.028997867803837955
"('3 HEARTS HANGING DECORATION RUSTIC', 'HEART OF WICKER LARGE')",2,134,0.9523809523809524,0.009523809523809525
"('3 HEARTS HANGING DECORATION RUSTIC', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,138,0.9808102345415779,0.009808102345415778
"('RED SPOTTY ROUND CAKE TINS',)",1,409,2.9068941009239517,0.029068941009239516
"('RED SPOTTY ROUND CAKE TINS', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,115,0.8173418621179815,0.008173418621179816
"('PACK OF 72 RETRO SPOT CAKE CASES', 'RED SPOTTY ROUND CAKE TINS')",2,124,0.8813077469793886,0.008813077469793887
"('PINK 3 PIECE MINI DOTS CUTLERY SET',)",1,412,2.9282160625444207,0.02928216062544421
"('PINK 3 PIECE MINI DOTS CUTLERY SET', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,100,0.7107320540156361,0.007107320540156361
"('LUNCH BAG RED SPOTTY', 'PINK 3 PIECE MINI DOTS CUTLERY SET')",2,108,0.767590618336887,0.00767590618336887
"('PINK 3 PIECE MINI DOTS CUTLERY SET', 'RED 3 PIECE MINI DOTS CUTLERY SET')",2,238,1.691542288557214,0.01691542288557214
"('BLUE 3 PIECE MINI DOTS CUTLERY SET', 'PINK 3 PIECE MINI DOTS CUTLERY SET', 'RED 3 PIECE MINI DOTS CUTLERY SET')",3,187,1.3290689410092396,0.013290689410092395
"('BLUE 3 PIECE MINI DOTS CUTLERY SET', 'PINK 3 PIECE MINI DOTS CUTLERY SET')",2,286,2.0326936744847193,0.02032693674484719
"('WHITE SKULL HOT WATER BOTTLE',)",1,412,2.9282160625444207,0.02928216062544421
"('KNITTED UNION FLAG HOT WATER BOTTLE', 'WHITE SKULL HOT WATER BOTTLE')",2,101,0.7178393745557924,0.007178393745557924
"('HOT WATER BOTTLE TEA AND SYMPATHY', 'WHITE SKULL HOT WATER BOTTLE')",2,104,0.7391613361762616,0.0073916133617626155
"('CHOCOLATE HOT WATER BOTTLE', 'WHITE SKULL HOT WATER BOTTLE')",2,104,0.7391613361762616,0.0073916133617626155
"('SCOTTIE DOG HOT WATER BOTTLE', 'WHITE SKULL HOT WATER BOTTLE')",2,113,0.8031272210376688,0.008031272210376687
"('RED WOOLLY HOTTIE WHITE HEART.', 'WHITE SKULL HOT WATER BOTTLE')",2,121,0.8599857853589197,0.008599857853589197
"('I CAN ONLY PLEASE ONE PERSON MUG',)",1,413,2.935323383084577,0.02935323383084577
"('I CAN ONLY PLEASE ONE PERSON MUG', 'PLEASE ONE PERSON METAL SIGN')",2,112,0.7960199004975124,0.007960199004975124
"('I CAN ONLY PLEASE ONE PERSON MUG', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,139,0.9879175550817342,0.009879175550817342
"('FELTCRAFT DOLL MOLLY',)",1,416,2.9566453447050463,0.029566453447050462
"('FELTCRAFT BUTTERFLY HEARTS', 'FELTCRAFT DOLL MOLLY')",2,109,0.7746979388770434,0.007746979388770434
"('FELTCRAFT DOLL MOLLY', 'PINK BLUE FELT CRAFT TRINKET BOX')",2,113,0.8031272210376688,0.008031272210376687
"('FELTCRAFT DOLL MOLLY', 'PINK CREAM FELT CRAFT TRINKET BOX')",2,126,0.8955223880597015,0.008955223880597015
"('FELTCRAFT 6 FLOWER FRIENDS', 'FELTCRAFT DOLL MOLLY')",2,128,0.9097370291400142,0.009097370291400142
"('FELTCRAFT DOLL MOLLY', 'FELTCRAFT DOLL ROSIE')",2,223,1.5849324804548686,0.015849324804548686
"('HEART FILIGREE DOVE LARGE',)",1,417,2.963752665245203,0.029637526652452027
"('HEART FILIGREE DOVE  SMALL', 'HEART FILIGREE DOVE LARGE')",2,164,1.1656005685856432,0.011656005685856433
"('HEART FILIGREE DOVE LARGE', 'HEART IVORY TRELLIS LARGE')",2,168,1.1940298507462688,0.011940298507462687
"('HEART FILIGREE DOVE LARGE', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,194,1.378820184790334,0.013788201847903341
"('WHITE WOOD GARDEN PLANT LADDER',)",1,417,2.963752665245203,0.029637526652452027
"('SPACEBOY BIRTHDAY CARD',)",1,418,2.970859985785359,0.02970859985785359
"('SPACEBOY LUNCH BOX',)",1,419,2.977967306325515,0.029779673063255154
"('PLASTERS IN TIN SPACEBOY', 'SPACEBOY LUNCH BOX')",2,107,0.7604832977967306,0.007604832977967307
"('LUNCH BAG SPACEBOY DESIGN', 'SPACEBOY LUNCH BOX')",2,113,0.8031272210376688,0.008031272210376687
"('COLOUR GLASS. STAR T-LIGHT HOLDER',)",1,421,2.992181947405828,0.02992181947405828
"('COLOUR GLASS. STAR T-LIGHT HOLDER', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,174,1.236673773987207,0.012366737739872069
"('LOVEBIRD HANGING DECORATION WHITE',)",1,422,2.999289267945984,0.029992892679459843
"('LOVEBIRD HANGING DECORATION WHITE', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,183,1.300639658848614,0.01300639658848614
"('CHICK GREY HOT WATER BOTTLE',)",1,422,2.999289267945984,0.029992892679459843
"('CHICK GREY HOT WATER BOTTLE', 'FAWN BLUE HOT WATER BOTTLE')",2,112,0.7960199004975124,0.007960199004975124
"('CHICK GREY HOT WATER BOTTLE', 'SCOTTIE DOG HOT WATER BOTTLE')",2,151,1.0732054015636106,0.010732054015636105
"('PLASTERS IN TIN STRONGMAN',)",1,422,2.999289267945984,0.029992892679459843
"('PLASTERS IN TIN SKULLS', 'PLASTERS IN TIN STRONGMAN')",2,132,0.9381663113006397,0.009381663113006396
"('PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN WOODLAND ANIMALS')",2,159,1.1300639658848615,0.011300639658848614
"('PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN WOODLAND ANIMALS')",3,103,0.7320540156361052,0.007320540156361052
"('PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN VINTAGE PAISLEY')",2,164,1.1656005685856432,0.011656005685856433
"('PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN STRONGMAN')",2,196,1.3930348258706469,0.013930348258706468
"('PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN STRONGMAN')",3,134,0.9523809523809524,0.009523809523809525
"('PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN STRONGMAN')",2,234,1.6631130063965887,0.016631130063965886
"('BEWARE OF THE CAT METAL SIGN',)",1,423,3.0063965884861408,0.030063965884861408
"('BEWARE OF THE CAT METAL SIGN', 'POTTERING IN THE SHED METAL SIGN')",2,100,0.7107320540156361,0.007107320540156361
"('BEWARE OF THE CAT METAL SIGN', 'HOT BATHS METAL SIGN')",2,102,0.7249466950959489,0.007249466950959489
"('BEWARE OF THE CAT METAL SIGN', 'PLEASE ONE PERSON METAL SIGN')",2,119,0.845771144278607,0.00845771144278607
"('BEWARE OF THE CAT METAL SIGN', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,124,0.8813077469793886,0.008813077469793887
"('BEWARE OF THE CAT METAL SIGN', 'NO SINGING METAL SIGN')",2,134,0.9523809523809524,0.009523809523809525
"('BEWARE OF THE CAT METAL SIGN', 'HAND OVER THE CHOCOLATE   SIGN')",2,138,0.9808102345415779,0.009808102345415778
"('BEWARE OF THE CAT METAL SIGN', 'GIN + TONIC DIET METAL SIGN')",2,149,1.0589907604832978,0.010589907604832978
"('BEWARE OF THE CAT METAL SIGN', 'COOK WITH WINE METAL SIGN')",2,152,1.0803127221037667,0.010803127221037668
"('METAL SIGN TAKE IT OR LEAVE IT',)",1,423,3.0063965884861408,0.030063965884861408
"('METAL SIGN TAKE IT OR LEAVE IT', 'NO SINGING METAL SIGN')",2,114,0.810234541577825,0.00810234541577825
"('LADIES & GENTLEMEN METAL SIGN', 'METAL SIGN TAKE IT OR LEAVE IT')",2,115,0.8173418621179815,0.008173418621179816
"('METAL SIGN TAKE IT OR LEAVE IT', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,131,0.9310589907604833,0.009310589907604833
"('METAL SIGN TAKE IT OR LEAVE IT', 'PLEASE ONE PERSON METAL SIGN')",2,144,1.023454157782516,0.01023454157782516
"('HAND OVER THE CHOCOLATE   SIGN', 'METAL SIGN TAKE IT OR LEAVE IT')",2,148,1.0518834399431414,0.010518834399431415
"('GIN + TONIC DIET METAL SIGN', 'METAL SIGN TAKE IT OR LEAVE IT')",2,156,1.1087420042643923,0.011087420042643924
"('COOK WITH WINE METAL SIGN', 'METAL SIGN TAKE IT OR LEAVE IT')",2,166,1.179815209665956,0.01179815209665956
"('CERAMIC STRAWBERRY CAKE MONEY BANK',)",1,423,3.0063965884861408,0.030063965884861408
"('CERAMIC STRAWBERRY CAKE MONEY BANK', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,107,0.7604832977967306,0.007604832977967307
"('CERAMIC STRAWBERRY CAKE MONEY BANK', 'SWEETHEART CERAMIC TRINKET BOX')",2,144,1.023454157782516,0.01023454157782516
"('CERAMIC STRAWBERRY CAKE MONEY BANK', 'STRAWBERRY CERAMIC TRINKET BOX', 'SWEETHEART CERAMIC TRINKET BOX')",3,127,0.9026297085998579,0.009026297085998579
"('CERAMIC STRAWBERRY CAKE MONEY BANK', 'STRAWBERRY CERAMIC TRINKET BOX')",2,191,1.357498223169865,0.01357498223169865
"('JUMBO BAG TOYS',)",1,424,3.013503909026297,0.03013503909026297
"('JUMBO BAG SPACEBOY DESIGN', 'JUMBO BAG TOYS')",2,110,0.7818052594171997,0.007818052594171997
"('JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG TOYS')",2,111,0.7889125799573561,0.00788912579957356
"('JUMBO BAG TOYS', 'JUMBO STORAGE BAG SKULLS')",2,111,0.7889125799573561,0.00788912579957356
"('JUMBO BAG SCANDINAVIAN PAISLEY', 'JUMBO BAG TOYS')",2,120,0.8528784648187633,0.008528784648187633
"('JUMBO BAG OWLS', 'JUMBO BAG TOYS')",2,130,0.9239516702203269,0.00923951670220327
"('JUMBO BAG PINK WITH WHITE SPOTS', 'JUMBO BAG TOYS')",2,131,0.9310589907604833,0.009310589907604833
"('JUMBO BAG RED RETROSPOT', 'JUMBO BAG TOYS')",2,137,0.9737029140014215,0.009737029140014215
"('JUMBO BAG TOYS', 'JUMBO SHOPPER VINTAGE RED PAISLEY')",2,139,0.9879175550817342,0.009879175550817342
"('JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG TOYS')",2,157,1.1158493248045487,0.011158493248045487
"('JUMBO BAG TOYS', 'JUMBO STORAGE BAG SUKI')",2,178,1.2651030561478323,0.012651030561478323
"('JUMBO BAG STRAWBERRY', 'JUMBO BAG TOYS', 'JUMBO STORAGE BAG SUKI')",3,104,0.7391613361762616,0.0073916133617626155
"('JUMBO BAG STRAWBERRY', 'JUMBO BAG TOYS')",2,181,1.2864250177683012,0.012864250177683013
"('JUMBO BAG WOODLAND ANIMALS',)",1,428,3.0419331911869225,0.030419331911869227
"('JUMBO BAG WOODLAND ANIMALS', 'WOODLAND CHARLOTTE BAG')",2,104,0.7391613361762616,0.0073916133617626155
"('JUMBO BAG WOODLAND ANIMALS', 'LUNCH BAG WOODLAND')",2,108,0.767590618336887,0.00767590618336887
"('JUMBO BAG WOODLAND ANIMALS', 'JUMBO SHOPPER VINTAGE RED PAISLEY')",2,108,0.767590618336887,0.00767590618336887
"('JUMBO BAG RED RETROSPOT', 'JUMBO BAG WOODLAND ANIMALS')",2,133,0.9452736318407959,0.00945273631840796
"('JUMBO BAG STRAWBERRY', 'JUMBO BAG WOODLAND ANIMALS')",2,141,1.0021321961620469,0.010021321961620469
"('JUMBO BAG WOODLAND ANIMALS', 'JUMBO STORAGE BAG SUKI')",2,168,1.1940298507462688,0.011940298507462687
"('JUMBO BAG OWLS', 'JUMBO BAG WOODLAND ANIMALS')",2,173,1.2295664534470503,0.012295664534470504
"('WOODEN BOX OF DOMINOES',)",1,429,3.0490405117270787,0.03049040511727079
"('VINTAGE HEADS AND TAILS CARD GAME', 'WOODEN BOX OF DOMINOES')",2,128,0.9097370291400142,0.009097370291400142
"('VINTAGE SNAP CARDS', 'WOODEN BOX OF DOMINOES')",2,183,1.300639658848614,0.01300639658848614
"('SET OF 20 VINTAGE CHRISTMAS NAPKINS',)",1,429,3.0490405117270787,0.03049040511727079
"('PAPER CHAIN KIT VINTAGE CHRISTMAS', 'SET OF 20 VINTAGE CHRISTMAS NAPKINS')",2,166,1.179815209665956,0.01179815209665956
"('SET OF 3 HEART COOKIE CUTTERS',)",1,430,3.0561478322672353,0.030561478322672354
"('SET OF 3 HEART COOKIE CUTTERS', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,109,0.7746979388770434,0.007746979388770434
"('PARTY METAL SIGN',)",1,432,3.070362473347548,0.03070362473347548
"('PARTY METAL SIGN', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,115,0.8173418621179815,0.008173418621179816
"('BATHROOM METAL SIGN', 'PARTY METAL SIGN')",2,117,0.8315565031982943,0.008315565031982943
"('TOILET METAL SIGN',)",1,432,3.070362473347548,0.03070362473347548
"('HAND OVER THE CHOCOLATE   SIGN', 'TOILET METAL SIGN')",2,101,0.7178393745557924,0.007178393745557924
"('TOILET METAL SIGN', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,144,1.023454157782516,0.01023454157782516
"('BATHROOM METAL SIGN', 'TOILET METAL SIGN', 'WHITE HANGING HEART T-LIGHT HOLDER')",3,120,0.8528784648187633,0.008528784648187633
"('BATHROOM METAL SIGN', 'TOILET METAL SIGN')",2,344,2.4449182658137882,0.02444918265813788
"('WORLD WAR 2 GLIDERS ASSTD DESIGNS',)",1,435,3.091684434968017,0.03091684434968017
"('HEART IVORY TRELLIS SMALL',)",1,435,3.091684434968017,0.03091684434968017
"('HEART IVORY TRELLIS SMALL', 'ZINC METAL HEART DECORATION')",2,101,0.7178393745557924,0.007178393745557924
"('HEART FILIGREE DOVE  SMALL', 'HEART IVORY TRELLIS SMALL')",2,152,1.0803127221037667,0.010803127221037668
"('HEART IVORY TRELLIS LARGE', 'HEART IVORY TRELLIS SMALL')",2,163,1.1584932480454868,0.011584932480454868
"('HEART IVORY TRELLIS SMALL', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,188,1.336176261549396,0.013361762615493959
"('FELTCRAFT DOLL ROSIE',)",1,437,3.10589907604833,0.0310589907604833
"('FELTCRAFT BUTTERFLY HEARTS', 'FELTCRAFT DOLL ROSIE')",2,113,0.8031272210376688,0.008031272210376687
"('FELTCRAFT DOLL ROSIE', 'PINK BLUE FELT CRAFT TRINKET BOX')",2,121,0.8599857853589197,0.008599857853589197
"('FELTCRAFT 6 FLOWER FRIENDS', 'FELTCRAFT DOLL ROSIE')",2,135,0.9594882729211088,0.009594882729211088
"('FELTCRAFT DOLL ROSIE', 'PINK CREAM FELT CRAFT TRINKET BOX')",2,146,1.0376687988628288,0.010376687988628288
"('GARDENERS KNEELING PAD',)",1,438,3.113006396588486,0.03113006396588486
"('GARDENERS KNEELING PAD', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,133,0.9452736318407959,0.00945273631840796
"('GREY HEART HOT WATER BOTTLE',)",1,439,3.1201137171286426,0.031201137171286426
"('CHOCOLATE HOT WATER BOTTLE', 'GREY HEART HOT WATER BOTTLE')",2,121,0.8599857853589197,0.008599857853589197
"('GREY HEART HOT WATER BOTTLE', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,142,1.0092395167022032,0.010092395167022032
"('GREY HEART HOT WATER BOTTLE', 'SCOTTIE DOG HOT WATER BOTTLE')",2,145,1.0305614783226724,0.010305614783226724
"('CHOCOLATE THIS WAY METAL SIGN',)",1,440,3.1272210376687988,0.03127221037668799
"('CHOCOLATE THIS WAY METAL SIGN', 'POTTERING IN THE SHED METAL SIGN')",2,111,0.7889125799573561,0.00788912579957356
"('CHOCOLATE THIS WAY METAL SIGN', 'PLEASE ONE PERSON METAL SIGN')",2,116,0.8244491826581379,0.00824449182658138
"('CHOCOLATE THIS WAY METAL SIGN', 'NO SINGING METAL SIGN')",2,123,0.8742004264392323,0.008742004264392323
"('CHOCOLATE THIS WAY METAL SIGN', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,137,0.9737029140014215,0.009737029140014215
"('CHOCOLATE THIS WAY METAL SIGN', 'COOK WITH WINE METAL SIGN')",2,156,1.1087420042643923,0.011087420042643924
"('CHOCOLATE THIS WAY METAL SIGN', 'COOK WITH WINE METAL SIGN', 'GIN + TONIC DIET METAL SIGN')",3,100,0.7107320540156361,0.007107320540156361
"('CHOCOLATE THIS WAY METAL SIGN', 'GIN + TONIC DIET METAL SIGN')",2,171,1.2153518123667377,0.012153518123667377
"('CHOCOLATE THIS WAY METAL SIGN', 'GIN + TONIC DIET METAL SIGN', 'HAND OVER THE CHOCOLATE   SIGN')",3,105,0.7462686567164178,0.007462686567164179
"('CHOCOLATE THIS WAY METAL SIGN', 'HAND OVER THE CHOCOLATE   SIGN')",2,198,1.4072494669509594,0.014072494669509595
"('PACK OF 60 MUSHROOM CAKE CASES',)",1,441,3.134328358208955,0.03134328358208955
"('PACK OF 60 MUSHROOM CAKE CASES', 'PACK OF 72 SKULL CAKE CASES')",2,140,0.9950248756218906,0.009950248756218905
"('PACK OF 60 MUSHROOM CAKE CASES', 'PACK OF 60 SPACEBOY CAKE CASES')",2,142,1.0092395167022032,0.010092395167022032
"('72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 MUSHROOM CAKE CASES')",2,156,1.1087420042643923,0.011087420042643924
"('72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 MUSHROOM CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES')",3,104,0.7391613361762616,0.0073916133617626155
"('60 TEATIME FAIRY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 MUSHROOM CAKE CASES')",3,109,0.7746979388770434,0.007746979388770434
"('PACK OF 60 MUSHROOM CAKE CASES', 'PACK OF 72 RETRO SPOT CAKE CASES')",2,186,1.3219616204690832,0.013219616204690832
"('PACK OF 60 MUSHROOM CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES', 'PACK OF 72 RETRO SPOT CAKE CASES')",3,104,0.7391613361762616,0.0073916133617626155
"('60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 MUSHROOM CAKE CASES', 'PACK OF 72 RETRO SPOT CAKE CASES')",3,110,0.7818052594171997,0.007818052594171997
"('PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 60 MUSHROOM CAKE CASES')",2,188,1.336176261549396,0.013361762615493959
"('PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 60 MUSHROOM CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES')",3,101,0.7178393745557924,0.007178393745557924
"('60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 60 MUSHROOM CAKE CASES')",3,123,0.8742004264392323,0.008742004264392323
"('60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 MUSHROOM CAKE CASES')",2,204,1.4498933901918978,0.014498933901918977
"('60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 MUSHROOM CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES')",3,131,0.9310589907604833,0.009310589907604833
"('PACK OF 60 MUSHROOM CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES')",2,213,1.5138592750533049,0.015138592750533048
"('PINK HAPPY BIRTHDAY BUNTING',)",1,441,3.134328358208955,0.03134328358208955
"('PINK HAPPY BIRTHDAY BUNTING', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,105,0.7462686567164178,0.007462686567164179
"('PARTY BUNTING', 'PINK HAPPY BIRTHDAY BUNTING')",2,105,0.7462686567164178,0.007462686567164179
"('WOODEN SCHOOL COLOURING SET',)",1,442,3.141435678749112,0.03141435678749112
"('IVORY KITCHEN SCALES',)",1,442,3.141435678749112,0.03141435678749112
"('IVORY KITCHEN SCALES', 'WHITE HANGING HEART T-LIGHT HOLDER')",2,101,0.7178393745557924,0.007178393745557924
